model,question_id,concept,difficulty,outcome,done_reason,iterations,tool_calls_total,cost_usd,duration_ms,retried
google/gemma-4-31b-it:free,qa-hard-3,qa,hard,error,error,0,0,0.000000,79,true
google/gemma-4-31b-it:free,qa-hard-4,qa,hard,error,error,0,0,0.000000,64,true
google/gemma-4-31b-it:free,qa-hard-5,qa,hard,error,error,0,0,0.000000,39,true
google/gemma-4-31b-it:free,qa-hard-6,qa,hard,error,error,0,0,0.000000,63,true
google/gemma-4-31b-it:free,qa-medium-1,qa,medium,error,error,0,0,0.000000,81,true
google/gemma-4-31b-it:free,qa-medium-2,qa,medium,error,error,0,0,0.000000,79,true
google/gemma-4-31b-it:free,qa-medium-3,qa,medium,error,error,0,0,0.000000,525,true
google/gemma-4-31b-it:free,qa-medium-4,qa,medium,error,error,0,0,0.000000,62,true
google/gemma-4-31b-it:free,qa-medium-5,qa,medium,error,error,0,0,0.000000,84,true
google/gemma-4-31b-it:free,qa-medium-6,qa,medium,error,error,0,0,0.000000,77,true
google/gemma-4-31b-it:free,search-easy-1,search,easy,error,error,0,0,0.000000,124,true
google/gemma-4-31b-it:free,search-easy-2,search,easy,error,error,0,0,0.000000,59,true
google/gemma-4-31b-it:free,search-easy-3,search,easy,error,error,0,0,0.000000,76,true
google/gemma-4-31b-it:free,search-easy-4,search,easy,error,error,0,0,0.000000,70,true
google/gemma-4-31b-it:free,search-easy-5,search,easy,error,error,0,0,0.000000,70,true
google/gemma-4-31b-it:free,search-easy-6,search,easy,error,error,0,0,0.000000,89,true
google/gemma-4-31b-it:free,search-hard-1,search,hard,error,error,0,0,0.000000,100,true
google/gemma-4-31b-it:free,search-hard-2,search,hard,error,error,0,0,0.000000,66,true
google/gemma-4-31b-it:free,search-hard-3,search,hard,error,error,0,0,0.000000,84,true
google/gemma-4-31b-it:free,search-hard-4,search,hard,error,error,0,0,0.000000,72,true
google/gemma-4-31b-it:free,search-hard-5,search,hard,error,error,0,0,0.000000,66,true
google/gemma-4-31b-it:free,search-hard-6,search,hard,error,error,0,0,0.000000,77,true
google/gemma-4-31b-it:free,search-medium-1,search,medium,error,error,0,0,0.000000,67,true
google/gemma-4-31b-it:free,search-medium-2,search,medium,error,error,0,0,0.000000,62,true
google/gemma-4-31b-it:free,search-medium-3,search,medium,error,error,0,0,0.000000,66,true
google/gemma-4-31b-it:free,search-medium-4,search,medium,error,error,0,0,0.000000,63,true
google/gemma-4-31b-it:free,search-medium-5,search,medium,error,error,0,0,0.000000,62,true
google/gemma-4-31b-it:free,search-medium-6,search,medium,error,error,0,0,0.000000,75,true
inception/mercury-2,compare-easy-1,compare,easy,pass,complete,3,2,0.001116,3661,false
inception/mercury-2,compare-easy-2,compare,easy,pass,complete,5,4,0.002424,12221,false
inception/mercury-2,compare-easy-3,compare,easy,pass,complete,6,5,0.003505,7148,false
inception/mercury-2,compare-easy-4,compare,easy,pass,complete,8,7,0.005691,15513,false
inception/mercury-2,compare-easy-5,compare,easy,pass,complete,6,5,0.003767,10170,false
inception/mercury-2,compare-easy-6,compare,easy,pass,complete,4,3,0.001919,4229,false
inception/mercury-2,compare-hard-1,compare,hard,pass,complete,9,8,0.008505,16051,false
inception/mercury-2,compare-hard-2,compare,hard,pass,complete,5,4,0.002015,6098,false
inception/mercury-2,compare-hard-3,compare,hard,fail,max-iterations,10,10,0.006243,14670,false
inception/mercury-2,compare-hard-4,compare,hard,fail,complete,2,1,0.000658,1724,false
inception/mercury-2,compare-hard-5,compare,hard,pass,complete,3,2,0.000928,4183,false
inception/mercury-2,compare-hard-6,compare,hard,pass,complete,10,9,0.004807,17440,false
inception/mercury-2,compare-medium-1,compare,medium,fail,max-iterations,10,10,0.008443,14774,false
inception/mercury-2,compare-medium-2,compare,medium,pass,complete,6,5,0.002996,13859,false
inception/mercury-2,compare-medium-3,compare,medium,fail,max-iterations,10,10,0.013376,25394,false
inception/mercury-2,compare-medium-4,compare,medium,fail,max-iterations,10,10,0.006050,29695,false
inception/mercury-2,compare-medium-5,compare,medium,pass,complete,4,3,0.001929,4381,false
inception/mercury-2,qa-easy-1,qa,easy,pass,complete,3,2,0.000859,4294,false
inception/mercury-2,qa-easy-2,qa,easy,pass,complete,4,3,0.001445,3349,false
inception/mercury-2,qa-easy-3,qa,easy,pass,complete,5,4,0.002888,7992,false
inception/mercury-2,qa-easy-4,qa,easy,pass,complete,10,9,0.007509,23994,false
inception/mercury-2,qa-easy-5,qa,easy,pass,complete,3,2,0.000830,4711,false
inception/mercury-2,qa-easy-6,qa,easy,pass,complete,4,3,0.001116,5403,false
inception/mercury-2,qa-hard-1,qa,hard,pass,complete,4,3,0.001041,6690,false
inception/mercury-2,qa-hard-2,qa,hard,pass,complete,9,8,0.005212,18305,false
inception/mercury-2,qa-hard-3,qa,hard,pass,complete,3,2,0.001088,3451,false
inception/mercury-2,qa-hard-4,qa,hard,pass,complete,7,6,0.010723,12590,false
inception/mercury-2,qa-hard-5,qa,hard,pass,complete,3,2,0.000890,2119,false
inception/mercury-2,qa-hard-6,qa,hard,pass,complete,9,8,0.006283,10309,false
inception/mercury-2,qa-medium-1,qa,medium,pass,complete,6,5,0.001732,8377,false
inception/mercury-2,qa-medium-2,qa,medium,pass,complete,2,1,0.000866,3099,false
inception/mercury-2,qa-medium-3,qa,medium,pass,complete,10,9,0.007625,16391,false
inception/mercury-2,qa-medium-4,qa,medium,pass,complete,3,2,0.001611,1977,false
inception/mercury-2,qa-medium-5,qa,medium,pass,complete,3,2,0.000839,1893,false
inception/mercury-2,qa-medium-6,qa,medium,fail,max-iterations,10,10,0.003574,16240,false
inception/mercury-2,search-easy-1,search,easy,pass,complete,2,1,0.001286,2511,false
inception/mercury-2,search-easy-2,search,easy,pass,complete,3,2,0.001668,7304,false
inception/mercury-2,search-easy-3,search,easy,pass,complete,2,1,0.001155,2711,false
inception/mercury-2,search-easy-4,search,easy,pass,complete,3,2,0.002527,5623,false
inception/mercury-2,search-easy-5,search,easy,pass,complete,4,3,0.001963,9296,false
inception/mercury-2,search-easy-6,search,easy,pass,complete,3,2,0.002393,5431,false
inception/mercury-2,search-hard-1,search,hard,pass,complete,3,2,0.002875,2543,false
inception/mercury-2,search-hard-2,search,hard,pass,complete,6,5,0.004251,12858,false
inception/mercury-2,search-hard-3,search,hard,pass,complete,8,7,0.005330,15141,false
inception/mercury-2,search-hard-4,search,hard,fail,complete,3,2,0.001462,4992,false
inception/mercury-2,search-hard-5,search,hard,pass,complete,3,2,0.001709,4853,false
inception/mercury-2,search-hard-6,search,hard,pass,complete,3,2,0.001846,3816,false
inception/mercury-2,search-medium-1,search,medium,pass,complete,4,3,0.001730,10295,false
inception/mercury-2,search-medium-2,search,medium,fail,complete,2,1,0.001280,2710,false
inception/mercury-2,search-medium-3,search,medium,pass,complete,3,2,0.000856,4502,false
inception/mercury-2,search-medium-4,search,medium,fail,complete,9,8,0.006093,20365,true
inception/mercury-2,search-medium-5,search,medium,pass,complete,4,3,0.003086,8421,false
inception/mercury-2,search-medium-6,search,medium,pass,complete,2,1,0.001448,2433,false
nvidia/nemotron-3-ultra-550b-a55b:free,compare-easy-1,compare,easy,error,error,0,0,0.000000,93,true
nvidia/nemotron-3-ultra-550b-a55b:free,compare-easy-2,compare,easy,error,error,0,0,0.000000,68,true
nvidia/nemotron-3-ultra-550b-a55b:free,compare-easy-3,compare,easy,error,error,0,0,0.000000,56,true
nvidia/nemotron-3-ultra-550b-a55b:free,compare-easy-4,compare,easy,error,error,0,0,0.000000,80,true
nvidia/nemotron-3-ultra-550b-a55b:free,compare-easy-5,compare,easy,error,error,0,0,0.000000,76,true
nvidia/nemotron-3-ultra-550b-a55b:free,compare-easy-6,compare,easy,error,error,0,0,0.000000,62,true
nvidia/nemotron-3-ultra-550b-a55b:free,compare-hard-1,compare,hard,error,error,0,0,0.000000,65,true
nvidia/nemotron-3-ultra-550b-a55b:free,compare-hard-2,compare,hard,error,error,0,0,0.000000,91,true
nvidia/nemotron-3-ultra-550b-a55b:free,compare-hard-3,compare,hard,error,error,0,0,0.000000,66,true
nvidia/nemotron-3-ultra-550b-a55b:free,compare-hard-4,compare,hard,error,error,0,0,0.000000,66,true
nvidia/nemotron-3-ultra-550b-a55b:free,compare-hard-5,compare,hard,error,error,0,0,0.000000,71,true
nvidia/nemotron-3-ultra-550b-a55b:free,compare-hard-6,compare,hard,error,error,0,0,0.000000,73,true
nvidia/nemotron-3-ultra-550b-a55b:free,compare-medium-1,compare,medium,error,error,0,0,0.000000,66,true
nvidia/nemotron-3-ultra-550b-a55b:free,compare-medium-2,compare,medium,error,error,0,0,0.000000,77,true
nvidia/nemotron-3-ultra-550b-a55b:free,compare-medium-3,compare,medium,error,error,0,0,0.000000,63,true
nvidia/nemotron-3-ultra-550b-a55b:free,compare-medium-4,compare,medium,error,error,0,0,0.000000,54,true
nvidia/nemotron-3-ultra-550b-a55b:free,compare-medium-5,compare,medium,error,error,0,0,0.000000,74,true
nvidia/nemotron-3-ultra-550b-a55b:free,qa-easy-1,qa,easy,error,error,0,0,0.000000,60,true
nvidia/nemotron-3-ultra-550b-a55b:free,qa-easy-2,qa,easy,error,error,0,0,0.000000,67,true
nvidia/nemotron-3-ultra-550b-a55b:free,qa-easy-3,qa,easy,error,error,0,0,0.000000,68,true
nvidia/nemotron-3-ultra-550b-a55b:free,qa-easy-4,qa,easy,error,error,0,0,0.000000,84,true
nvidia/nemotron-3-ultra-550b-a55b:free,qa-easy-5,qa,easy,error,error,0,0,0.000000,60,true
nvidia/nemotron-3-ultra-550b-a55b:free,qa-easy-6,qa,easy,error,error,0,0,0.000000,60,true
nvidia/nemotron-3-ultra-550b-a55b:free,qa-hard-1,qa,hard,error,error,0,0,0.000000,65,true
nvidia/nemotron-3-ultra-550b-a55b:free,qa-hard-2,qa,hard,error,error,0,0,0.000000,65,true
nvidia/nemotron-3-ultra-550b-a55b:free,qa-hard-3,qa,hard,error,error,0,0,0.000000,58,true
nvidia/nemotron-3-ultra-550b-a55b:free,qa-hard-4,qa,hard,error,error,0,0,0.000000,67,true
nvidia/nemotron-3-ultra-550b-a55b:free,qa-hard-5,qa,hard,error,error,0,0,0.000000,68,true
nvidia/nemotron-3-ultra-550b-a55b:free,qa-hard-6,qa,hard,error,error,0,0,0.000000,66,true
nvidia/nemotron-3-ultra-550b-a55b:free,qa-medium-1,qa,medium,error,error,0,0,0.000000,66,true
nvidia/nemotron-3-ultra-550b-a55b:free,qa-medium-2,qa,medium,error,error,0,0,0.000000,58,true
nvidia/nemotron-3-ultra-550b-a55b:free,qa-medium-3,qa,medium,error,error,0,0,0.000000,60,true
nvidia/nemotron-3-ultra-550b-a55b:free,qa-medium-4,qa,medium,error,error,0,0,0.000000,71,true
nvidia/nemotron-3-ultra-550b-a55b:free,qa-medium-5,qa,medium,error,error,0,0,0.000000,69,true
nvidia/nemotron-3-ultra-550b-a55b:free,qa-medium-6,qa,medium,error,error,0,0,0.000000,61,true
nvidia/nemotron-3-ultra-550b-a55b:free,search-easy-1,search,easy,error,error,0,0,0.000000,63,true
nvidia/nemotron-3-ultra-550b-a55b:free,search-easy-2,search,easy,error,error,0,0,0.000000,64,true
nvidia/nemotron-3-ultra-550b-a55b:free,search-easy-3,search,easy,error,error,0,0,0.000000,81,true
nvidia/nemotron-3-ultra-550b-a55b:free,search-easy-4,search,easy,error,error,0,0,0.000000,792,true
nvidia/nemotron-3-ultra-550b-a55b:free,search-easy-5,search,easy,error,error,0,0,0.000000,67,true
nvidia/nemotron-3-ultra-550b-a55b:free,search-easy-6,search,easy,error,error,0,0,0.000000,74,true
nvidia/nemotron-3-ultra-550b-a55b:free,search-hard-1,search,hard,error,error,0,0,0.000000,74,true
nvidia/nemotron-3-ultra-550b-a55b:free,search-hard-2,search,hard,error,error,0,0,0.000000,69,true
nvidia/nemotron-3-ultra-550b-a55b:free,search-hard-3,search,hard,error,error,0,0,0.000000,67,true
nvidia/nemotron-3-ultra-550b-a55b:free,search-hard-4,search,hard,error,error,0,0,0.000000,59,true
nvidia/nemotron-3-ultra-550b-a55b:free,search-hard-5,search,hard,error,error,0,0,0.000000,64,true
nvidia/nemotron-3-ultra-550b-a55b:free,search-hard-6,search,hard,error,error,0,0,0.000000,66,true
nvidia/nemotron-3-ultra-550b-a55b:free,search-medium-1,search,medium,error,error,0,0,0.000000,75,true
nvidia/nemotron-3-ultra-550b-a55b:free,search-medium-2,search,medium,error,error,0,0,0.000000,70,true
nvidia/nemotron-3-ultra-550b-a55b:free,search-medium-3,search,medium,error,error,0,0,0.000000,53,true
nvidia/nemotron-3-ultra-550b-a55b:free,search-medium-4,search,medium,error,error,0,0,0.000000,64,true
nvidia/nemotron-3-ultra-550b-a55b:free,search-medium-5,search,medium,error,error,0,0,0.000000,76,true
nvidia/nemotron-3-ultra-550b-a55b:free,search-medium-6,search,medium,error,error,0,0,0.000000,63,true
